StockCode,avg_daily_demand,demand_std,total_units_sold,safety_stock,reorder_point,recommended_order_qty
21828,1.51,15.43,1118,67.36,77.95,45.39
21829,20.66,38.97,15269,170.13,314.76,619.85
21830,10.99,37.16,8119,162.24,239.14,329.59
21832,4.65,17.04,3439,74.39,106.96,139.61
21833,8.88,23.99,6563,104.71,166.88,266.43
21836,0.34,1.89,253,8.25,10.64,10.27
21837,0.33,2.28,245,9.97,12.29,9.95
21839,0.28,3.83,204,16.73,18.66,8.28
21841,0.6,4.12,441,17.98,22.16,17.9
21842,0.75,21.84,551,95.33,100.54,22.37
21843,8.51,11.43,6290,49.92,109.5,255.35
21844,7.37,19.14,5443,83.55,135.11,220.96
21845,3.44,17.32,2540,75.6,99.66,103.11
21846,2.23,14.16,1649,61.83,77.45,66.94
21847,0.47,14.69,348,64.14,67.44,14.13
21849,0.89,9.88,660,43.11,49.36,26.79
21850,0.62,9.16,460,39.98,44.34,18.67
21851,0.87,12.12,645,52.92,59.03,26.18
21864,2.66,9.58,1965,41.81,60.43,79.77
21865,1.23,3.3,908,14.42,23.02,36.86
21866,3.01,6.76,2227,29.51,50.6,90.41
21867,1.6,6.77,1182,29.57,40.77,47.98
21868,12.52,23.66,9255,103.29,190.95,375.71
21869,1.71,22.74,1267,99.28,111.28,51.43
21870,8.66,15.08,6398,65.83,126.43,259.73
21871,15.83,54.14,11698,236.37,347.17,474.88
21872,6.94,59.84,5125,261.25,309.79,208.05
21873,2.81,44.54,2079,194.45,214.14,84.4
21874,8.78,36.93,6489,161.24,222.7,263.42
21875,9.28,66.83,6860,291.76,356.74,278.48
21876,7.75,33.34,5728,145.55,199.81,232.53
21877,19.2,66.19,14187,288.95,423.33,575.93
21878,7.57,41.02,5596,179.09,232.1,227.17
21879,2.14,14.99,1579,65.43,80.39,64.1
21880,3.41,10.6,2519,46.28,70.14,102.26
21881,1.82,29.48,1345,128.71,141.45,54.6
21882,1.44,17.96,1064,78.4,88.48,43.19
21883,3.27,12.26,2414,53.52,76.39,98.0
21884,1.97,25.46,1455,111.15,124.93,59.07
21888,4.85,9.58,3586,41.84,75.81,145.58
21889,17.9,24.56,13231,107.19,232.52,537.12
21890,4.8,23.57,3549,102.91,136.53,144.07
21891,16.62,48.71,12282,212.66,329.0,498.59
21892,10.79,24.15,7972,105.45,180.96,323.63
21893,0.23,26.37,172,115.13,116.76,6.98
21894,1.83,8.58,1352,37.46,50.27,54.88
21895,0.75,25.8,557,112.65,117.93,22.61
21896,3.26,32.2,2412,140.57,163.41,97.92
21897,1.18,32.33,872,141.12,149.38,35.4
21898,1.12,34.83,829,152.06,159.91,33.65
21899,9.21,34.9,6804,152.37,216.82,276.21
21900,11.46,30.65,8472,133.8,214.05,343.92
21901,8.53,25.21,6300,110.07,169.75,255.75
21902,7.38,38.98,5457,170.16,221.85,221.53
21903,4.7,28.75,3476,125.5,158.42,141.11
21904,1.03,13.61,764,59.41,66.65,31.01
21905,2.2,21.73,1624,94.85,110.23,65.93
21906,2.46,23.03,1819,100.54,117.77,73.84
21907,7.12,8.37,5264,36.54,86.4,213.69
21908,13.35,31.08,9865,135.67,229.11,400.47
21910,1.44,38.0,1067,165.87,175.98,43.32
21911,3.48,22.4,2569,97.78,122.12,104.29
21912,5.14,12.14,3800,53.01,89.01,154.26
21913,1.57,11.5,1157,50.19,61.15,46.97
21914,18.01,23.92,13311,104.41,230.49,540.37
21915,51.68,145.23,38191,633.98,995.74,1550.38
21916,15.09,37.78,11154,164.93,270.58,452.8
21917,10.94,36.5,8082,159.35,235.91,328.09
21918,19.96,56.39,14747,246.19,385.87,598.66
21922,1.96,5.02,1452,21.92,35.68,58.94
21923,0.46,3.2,339,13.97,17.19,13.76
21924,0.43,2.96,315,12.92,15.9,12.79
21925,1.65,6.93,1217,30.26,41.78,49.4
21926,1.37,6.68,1011,29.15,38.72,41.04
21927,1.74,6.26,1284,27.31,39.47,52.12
21928,33.53,35.53,24780,155.12,389.84,1005.95
21929,35.12,35.31,25954,154.15,400.0,1053.61
21930,18.48,19.88,13657,86.76,216.13,554.41
21931,39.92,23.7,29503,103.48,382.94,1197.69
21932,5.26,15.04,3889,65.68,102.51,157.88
21933,5.62,16.07,4151,70.15,109.47,168.51
21934,6.29,11.31,4648,49.36,93.38,188.69
21935,9.76,14.43,7209,63.0,131.29,292.65
21936,10.6,16.98,7833,74.12,148.32,317.98
21937,5.58,15.28,4123,66.7,105.75,167.37
21942,2.29,40.94,1689,178.73,194.73,68.57
21943,0.8,5.82,593,25.39,31.0,24.07
21944,2.43,43.43,1798,189.58,206.61,72.99
21945,2.58,38.31,1903,167.26,185.28,77.25
21946,0.85,31.49,625,137.49,143.41,25.37
21947,2.32,9.98,1711,43.55,59.75,69.46
21948,3.13,57.98,2310,253.1,274.98,93.78
21949,3.57,58.4,2636,254.97,279.93,107.01
21950,0.29,42.01,211,183.39,185.39,8.57
21955,5.34,23.72,3943,103.57,140.92,160.07
21967,21.54,248.3,15917,1083.95,1234.72,646.16
21972,1.43,7.63,1056,33.31,43.32,42.87
21973,2.27,16.09,1676,70.25,86.13,68.04
21974,9.55,18.02,7059,78.68,145.54,286.56
21975,42.73,62.89,31575,274.56,573.64,1281.8
21976,20.05,31.63,14818,138.08,278.44,601.54
21977,76.85,89.5,56794,390.73,928.7,2305.58
21980,42.69,408.94,31551,1785.22,2084.08,1280.83
21981,35.82,448.89,26472,1959.63,2210.38,1074.64
21982,44.42,409.68,32827,1788.44,2099.39,1332.63
21983,8.49,32.11,6275,140.18,199.62,254.74
21984,34.52,506.53,25509,2211.25,2452.88,1035.55
21985,34.79,172.13,25708,751.41,994.93,1043.63
21986,18.32,138.18,13536,603.21,731.43,549.5
21987,8.71,48.67,6438,212.45,273.43,261.35
21988,10.63,59.7,7855,260.63,335.04,318.88
21989,11.62,46.92,8584,204.84,286.15,348.47
21990,3.38,9.85,2500,43.01,66.69,101.49
21991,1.51,9.47,1118,41.35,51.94,45.39
21992,4.65,8.66,3437,37.79,70.34,139.53
21993,3.93,8.35,2907,36.46,63.99,118.01
22021,1.95,8.02,1439,35.0,48.63,58.42
22023,6.92,11.52,5112,50.3,98.72,207.52
22024,7.41,16.16,5478,70.55,122.44,222.38
22025,5.43,21.07,4011,91.97,129.96,162.83
22026,5.5,9.87,4066,43.1,81.61,165.06
22027,15.51,19.95,11459,87.1,195.64,465.18
22028,8.67,14.28,6408,62.34,123.04,260.14
22029,24.22,26.34,17895,114.97,284.48,726.45
22030,17.67,45.84,13059,200.13,323.83,530.14
22031,1.54,5.41,1137,23.64,34.41,46.16
22032,1.33,5.44,980,23.73,33.01,39.78
22033,2.19,8.51,1615,37.16,52.46,65.56
22034,2.24,16.36,1656,71.42,87.1,67.23
22035,5.56,12.55,4109,54.8,93.72,166.81
22036,2.26,10.14,1673,44.28,60.13,67.92
22037,9.73,10.05,7192,43.86,111.99,291.96
22038,1.56,3.73,1150,16.27,27.16,46.68
22039,1.15,14.28,850,62.36,70.41,34.51
22040,3.81,38.93,2815,169.94,196.6,114.28
22041,10.64,24.7,7861,107.85,182.31,319.12
22042,2.49,10.62,1841,46.36,63.79,74.74
22043,3.02,16.6,2234,72.48,93.64,90.69
22044,2.71,17.41,2000,75.99,94.93,81.19
22045,19.85,33.06,14667,144.34,283.27,595.41
22046,8.63,25.2,6375,110.02,170.41,258.8
22047,11.23,36.45,8300,159.11,237.73,336.94
22048,3.84,18.2,2840,79.46,106.36,115.29
22049,4.91,19.02,3625,83.04,117.38,147.16
22050,4.5,23.14,3325,101.01,132.5,134.98
22051,4.36,16.66,3225,72.74,103.29,130.92
22052,4.87,17.19,3600,75.03,109.13,146.14
22053,6.16,413.45,4553,1804.9,1848.03,184.83
22054,0.49,4.56,363,19.89,23.33,14.74
22055,6.69,11.94,4945,52.12,98.96,200.74
22056,0.83,48.74,611,212.76,218.55,24.8
22057,4.17,30.99,3081,135.29,164.48,125.07
22058,0.71,5.01,528,21.85,26.86,21.43
22059,6.88,26.36,5084,115.08,163.24,206.39
22060,1.0,9.9,737,43.23,50.21,29.92
22061,2.96,10.18,2189,44.44,65.17,88.86
22062,1.04,10.31,769,45.0,52.28,31.22
22063,3.15,14.68,2327,64.07,86.12,94.47
22064,9.08,19.36,6711,84.53,148.1,272.44
22065,11.89,63.25,8786,276.13,359.35,356.67
22066,4.68,19.4,3458,84.69,117.44,140.38
22067,2.58,15.5,1905,67.66,85.71,77.33
22068,1.54,6.77,1139,29.56,40.35,46.24
22069,1.33,5.25,986,22.93,32.27,40.03
22070,2.51,14.86,1853,64.85,82.41,75.22
22071,2.1,17.2,1552,75.1,89.8,63.0
22072,3.35,9.11,2478,39.77,63.24,100.6
22073,2.94,5.09,2176,22.21,42.82,88.34
22074,2.93,13.36,2165,58.34,78.85,87.89
22075,4.58,19.44,3384,84.87,116.93,137.37
22076,3.22,9.66,2380,42.17,64.71,96.62
22077,23.77,16.1,17569,70.28,236.7,713.22
22078,5.47,20.05,4044,87.53,125.83,164.17
22079,6.87,12.85,5080,56.1,104.21,206.22
22080,5.4,11.74,3987,51.27,89.04,161.85
22081,2.14,4.78,1584,20.85,35.85,64.3
22082,10.2,12.31,7535,53.72,125.09,305.89
22083,18.96,25.2,14008,110.02,242.7,568.66
22084,12.01,22.98,8879,100.3,184.4,360.45
22085,3.45,40.72,2546,177.76,201.87,103.36
22086,49.5,51.57,36581,225.12,571.63,1485.02
22087,11.55,14.44,8532,63.04,143.86,346.36
22088,5.97,11.51,4409,50.26,92.02,178.99
22089,4.76,12.91,3516,56.36,89.67,142.73
22090,22.74,21.51,16808,93.9,253.11,682.33
22091,4.33,24.06,3202,105.01,135.34,129.99
22092,1.3,10.52,964,45.93,55.06,39.13
22093,3.22,23.64,2376,103.19,125.69,96.45
22094,4.87,35.03,3598,152.91,186.99,146.06
22095,4.57,32.12,3379,140.23,172.24,137.17
22096,2.27,35.26,1680,153.92,169.84,68.2
22097,2.84,27.2,2100,118.73,138.62,85.25
22098,3.92,25.35,2900,110.66,138.13,117.73
22099,2.91,22.17,2152,96.77,117.16,87.36
22100,1.38,18.05,1021,78.82,88.49,41.45
22101,2.62,43.67,1934,190.64,208.96,78.51
22102,2.5,127.37,1851,556.04,573.57,75.14
22103,2.39,76.49,1764,333.91,350.62,71.61
22104,1.61,49.36,1191,215.47,226.75,48.35
22105,0.94,44.09,693,192.45,199.02,28.13
22106,0.7,18.63,515,81.31,86.19,20.91
22107,1.73,4.2,1280,18.34,30.46,51.96
22108,0.43,2.75,320,11.99,15.02,12.99
22109,4.65,10.07,3436,43.97,76.52,139.49
22110,3.72,11.06,2748,48.28,74.31,111.56
22111,13.83,14.64,10218,63.92,160.71,414.8
22112,15.64,10.25,11556,44.73,154.19,469.12
22113,8.2,10.13,6059,44.23,101.63,245.97
22114,16.86,13.94,12462,60.85,178.89,505.9
22115,3.94,16.38,2913,71.49,99.08,118.25
22116,1.13,8.52,835,37.21,45.12,33.9
22117,2.39,39.77,1769,173.63,190.39,71.81
22118,1.11,10.71,823,46.73,54.53,33.41
22119,1.27,2.76,938,12.04,20.92,38.08
22120,1.39,2.78,1030,12.15,21.91,41.81
22121,2.08,8.91,1538,38.88,53.44,62.44
22122,1.48,13.08,1097,57.12,67.51,44.53
22123,0.89,5.13,661,22.39,28.65,26.83
22124,0.41,3.25,303,14.2,17.07,12.3
22125,0.89,4.29,658,18.72,24.96,26.71
22127,4.73,55.32,3498,241.51,274.64,142.0
22128,5.43,33.23,4013,145.06,183.07,162.91
22129,4.41,38.41,3258,167.69,198.55,132.26
22130,13.49,74.07,9972,323.37,417.83,404.82
22131,7.19,23.76,5317,103.71,154.07,215.85
22132,4.55,15.3,3361,66.77,98.61,136.44
22133,3.39,14.9,2508,65.03,88.78,101.81
22134,3.21,28.59,2374,124.8,147.29,96.37
22135,2.25,16.56,1662,72.31,88.05,67.47
22136,2.71,14.43,2000,62.99,81.94,81.19
22137,0.82,64.66,607,282.27,288.02,24.64
22138,12.7,13.7,9383,59.81,148.69,380.91
22139,14.45,9.33,10675,40.71,141.83,433.36
22141,5.13,12.31,3794,53.72,89.66,154.02
22142,5.98,14.62,4419,63.81,105.67,179.39
22143,0.61,17.6,448,76.82,81.07,18.19
22144,7.28,12.42,5382,54.2,105.18,218.48
22145,1.81,9.9,1340,43.21,55.9,54.4
22146,1.92,25.02,1417,109.23,122.65,57.52
22147,17.83,39.31,13175,171.59,296.39,534.84
22148,4.39,19.66,3247,85.81,116.56,131.81
22149,17.49,29.39,12922,128.31,250.71,524.57
22150,10.78,23.69,7969,103.44,178.92,323.5
22151,37.75,76.67,27897,334.72,598.97,1132.49
22152,8.6,50.6,6357,220.91,281.13,258.06
22153,8.01,27.83,5918,121.5,177.55,240.24
22154,10.81,41.95,7986,183.15,258.8,324.19
22155,8.57,25.18,6332,109.94,169.92,257.05
22156,8.56,14.84,6327,64.79,124.72,256.85
22157,2.4,12.68,1775,55.36,72.17,72.06
22158,12.78,31.84,9443,138.98,228.42,383.34
22161,9.26,26.9,6842,117.45,182.26,277.75
22162,1.71,9.5,1261,41.45,53.4,51.19
22163,1.74,7.75,1288,33.81,46.01,52.29
22164,0.44,7.83,322,34.18,37.23,13.07
22165,1.34,12.23,991,53.4,62.78,40.23
22166,0.61,10.49,454,45.8,50.1,18.43
22167,0.94,5.91,697,25.81,32.41,28.29
22168,0.91,4.23,674,18.46,24.84,27.36
22169,3.15,4.96,2326,21.64,43.68,94.42
22170,3.28,6.69,2422,29.2,52.14,98.32
22171,4.33,16.49,3202,71.98,102.31,129.99
22172,0.51,1.95,378,8.5,12.08,15.35
22173,6.96,9.98,5142,43.58,92.28,208.74
22174,7.37,26.74,5449,116.74,168.36,221.2
22175,2.5,11.35,1850,49.54,67.06,75.1
22176,1.63,7.95,1201,34.7,46.08,48.76
22177,0.44,9.64,326,42.07,45.16,13.23
22178,55.14,52.8,40748,230.48,616.46,1654.18
22179,2.83,6.04,2094,26.35,46.19,85.01
22180,1.36,2.27,1008,9.93,19.48,40.92
22181,2.12,20.48,1567,89.41,104.26,63.61
22182,0.77,4.6,571,20.09,25.5,23.18
22183,0.83,3.49,613,15.23,21.04,24.88
22184,0.54,3.47,402,15.13,18.94,16.32
22185,5.37,10.21,3968,44.57,82.15,161.08
22186,2.76,7.78,2041,33.95,53.28,82.86
22187,2.92,7.58,2159,33.1,53.55,87.65
22188,16.89,100.34,12484,438.04,556.29,506.79
22189,24.85,70.5,18363,307.78,481.72,745.45
22190,1.93,11.52,1428,50.29,63.81,57.97
22191,2.71,14.44,2003,63.03,82.0,81.31
22192,1.96,2.99,1446,13.04,26.74,58.7
22193,2.62,5.93,1938,25.89,44.25,78.67
22194,0.51,3.31,377,14.45,18.02,15.3
22195,7.14,10.45,5279,45.64,95.64,214.3
22196,9.11,12.9,6734,56.32,120.11,273.37
22197,121.65,152.32,89898,664.95,1516.49,3649.45
22198,10.56,19.85,7807,86.66,160.61,316.93
22199,2.52,18.68,1863,81.54,99.19,75.63
22200,1.78,7.34,1317,32.05,44.52,53.46
22201,0.69,11.2,511,48.91,53.75,20.74
22202,1.48,9.05,1094,39.5,49.87,44.41
22203,1.92,13.58,1416,59.3,72.71,57.48
22204,0.73,11.01,538,48.05,53.15,21.84
22206,0.02,0.97,14,4.22,4.35,0.57
22207,4.31,18.12,3187,79.12,109.31,129.38
22208,3.25,6.86,2405,29.95,52.73,97.63
22209,1.94,6.16,1434,26.89,40.47,58.21
22210,2.19,8.95,1618,39.08,54.41,65.68
22211,2.08,6.0,1538,26.21,40.78,62.44
22212,5.57,10.35,4114,45.17,84.14,167.01
22214,0.74,9.29,549,40.54,45.74,22.29
22215,1.49,3.33,1098,14.54,24.94,44.57
22216,1.9,17.06,1406,74.47,87.78,57.08
22217,3.24,15.74,2394,68.71,91.38,97.19
22218,1.67,8.9,1235,38.84,50.53,50.14
22219,13.44,15.59,9934,68.06,162.15,403.27
22220,1.01,3.36,747,14.65,21.72,30.32
22221,1.23,24.41,907,106.58,115.17,36.82
22222,2.03,5.6,1499,24.45,38.65,60.85
22223,0.99,5.63,728,24.58,31.48,29.55
22224,3.25,7.12,2404,31.09,53.86,97.59
22227,8.32,11.23,6151,49.0,107.27,249.7
22228,2.34,6.63,1729,28.94,45.31,70.19
22229,1.36,5.89,1007,25.72,35.26,40.88
22230,2.24,20.32,1659,88.73,104.44,67.35
22231,2.93,10.52,2168,45.91,66.44,88.01
22232,1.5,8.74,1109,38.14,48.64,45.02
22233,1.29,6.69,953,29.21,38.24,38.69
22236,1.54,3.5,1141,15.3,26.11,46.32
22241,5.93,22.85,4379,99.76,141.24,177.77
22242,6.54,25.45,4835,111.1,156.9,196.28
22243,10.47,64.04,7738,279.57,352.87,314.13
22244,6.54,25.32,4830,110.55,156.3,196.08
22245,6.38,22.21,4717,96.96,141.64,191.49
22246,1.5,8.62,1112,37.65,48.18,45.14
22247,1.61,10.69,1190,46.68,57.95,48.31
22248,1.37,6.66,1016,29.08,38.71,41.24
22249,2.24,7.11,1654,31.04,46.71,67.14
22250,2.07,9.87,1529,43.08,57.56,62.07
22251,2.55,11.29,1888,49.3,67.19,76.64
22252,1.33,11.16,981,48.74,58.03,39.82
22253,1.31,27.7,969,120.93,130.11,39.34
22254,1.91,16.53,1411,72.18,85.55,57.28
22255,1.65,9.17,1218,40.01,51.55,49.45
22256,1.28,13.44,943,58.69,67.62,38.28
22257,0.57,19.35,420,84.49,88.47,17.05
22258,1.82,20.93,1345,91.39,104.13,54.6
22259,0.8,18.43,592,80.46,86.07,24.03
22260,2.13,19.78,1576,86.33,101.26,63.98
22261,2.87,29.12,2119,127.13,147.21,86.02
22262,2.78,7.79,2058,34.0,53.49,83.55
22263,1.14,28.45,842,124.2,132.18,34.18
22264,2.76,28.22,2036,123.18,142.47,82.65
22265,2.51,20.49,1853,89.45,107.0,75.22
22266,3.45,50.38,2546,219.94,244.06,103.36
22267,1.99,31.31,1473,136.69,150.64,59.8
22268,3.47,20.59,2562,89.88,114.15,104.01
22269,2.06,11.61,1524,50.67,65.11,61.87
22270,0.94,6.96,692,30.37,36.93,28.09
22271,6.72,12.99,4966,56.72,103.76,201.6
22272,1.89,8.74,1397,38.14,51.37,56.71
22273,10.03,46.62,7413,203.5,273.72,300.93
22274,5.19,10.99,3834,47.97,84.29,155.64
22275,1.38,6.26,1019,27.35,37.0,41.37
22276,2.65,7.89,1956,34.42,52.95,79.4
22277,1.95,12.66,1443,55.29,68.95,58.58
22278,1.44,4.66,1066,20.33,30.42,43.27
22279,1.96,12.08,1448,52.76,66.47,58.78
22280,1.2,10.17,884,44.38,52.76,35.89
22281,0.7,12.96,514,56.57,61.44,20.87
22282,0.76,10.82,565,47.25,52.6,22.94
22283,1.42,8.31,1050,36.26,46.2,42.63
22284,3.39,18.14,2508,79.18,102.94,101.81
22285,3.71,30.22,2739,131.93,157.88,111.19
22286,2.66,24.37,1964,106.39,124.99,79.73
22287,1.82,29.13,1347,127.17,139.93,54.68
22288,1.78,27.39,1316,119.56,132.03,53.42
22289,1.04,34.11,768,148.89,156.16,31.18
22290,0.93,32.86,688,143.46,149.98,27.93
22291,4.36,20.59,3223,89.89,120.42,130.84
22292,3.78,33.09,2794,144.44,170.91,113.42
22293,2.8,21.05,2066,91.89,111.46,83.87
22294,23.18,33.26,17127,145.19,307.42,695.28
22295,11.83,20.28,8740,88.53,171.32,354.8
22296,13.5,20.96,9974,91.51,185.99,404.9
22297,18.92,26.26,13981,114.63,247.06,567.56
22299,5.37,34.41,3967,150.24,187.81,161.04
22300,5.72,19.52,4229,85.2,125.26,171.68
22301,6.97,19.44,5152,84.86,133.66,209.15
22302,6.68,37.38,4933,163.19,209.92,200.26
22303,7.38,21.02,5452,91.75,143.39,221.33
22304,3.29,44.64,2428,194.86,217.86,98.57
22305,3.1,45.8,2293,199.94,221.66,93.09
22306,2.31,10.28,1710,44.86,61.06,69.42
22307,1.72,11.61,1272,50.7,62.74,51.64
22308,0.92,6.17,683,26.95,33.42,27.73
22309,1.82,11.68,1344,50.97,63.7,54.56
22310,2.44,18.15,1802,79.23,96.3,73.15
22311,2.91,20.72,2154,90.44,110.85,87.44
22312,1.79,6.73,1321,29.39,41.9,53.63
22313,1.38,22.24,1023,97.07,106.76,41.53
22314,1.57,6.07,1163,26.51,37.53,47.21
22315,2.98,12.29,2200,53.66,74.49,89.31
22316,1.72,28.95,1273,126.4,138.46,51.68
22317,0.8,2.83,592,12.37,17.97,24.03
22318,2.2,3.95,1626,17.25,32.66,66.01
22319,4.11,17.21,3035,75.13,103.88,123.21
22320,0.81,5.26,602,22.97,28.68,24.44
22321,3.53,11.16,2608,48.72,73.42,105.87
22322,2.21,6.99,1634,30.5,45.98,66.33
22323,0.86,10.28,637,44.89,50.92,25.86
22324,0.92,9.2,681,40.17,46.62,27.65
22325,0.95,3.76,704,16.41,23.08,28.58
22326,21.23,27.82,15690,121.44,270.05,636.94
22327,4.21,9.49,3109,41.41,70.86,126.21
22328,19.81,63.36,14636,276.59,415.23,594.15
22329,7.0,18.05,5174,78.79,127.8,210.04
22330,0.17,6.17,128,26.93,28.14,5.2
22331,5.05,14.79,3732,64.56,99.91,151.5
22332,5.65,43.95,4178,191.88,231.45,169.61
22333,13.76,42.78,10172,186.74,283.09,412.94
22334,3.04,22.77,2248,99.4,120.7,91.26
22335,11.85,41.74,8756,182.2,265.14,355.45
22336,6.41,40.61,4736,177.28,222.14,192.26
22337,3.4,45.14,2509,197.08,220.84,101.85
22338,8.33,34.63,6154,151.16,209.45,249.82
22339,4.81,36.56,3552,159.61,193.26,144.19
22340,2.47,8.86,1825,38.67,55.95,74.09
22341,4.71,63.05,3483,275.24,308.23,141.39
22342,2.5,10.12,1845,44.17,61.64,74.9
22343,4.48,31.81,3312,138.86,170.23,134.45
22344,2.16,23.05,1596,100.62,115.74,64.79
22345,2.01,23.18,1483,101.2,115.25,60.2
22346,1.78,26.71,1316,116.6,129.07,53.42
22347,3.68,76.08,2722,332.15,357.93,110.5
22348,17.01,33.38,12574,145.72,264.83,510.45
22349,3.5,39.47,2588,172.32,196.83,105.06
22350,3.87,49.41,2861,215.7,242.8,116.14
22351,0.02,6.08,15,26.55,26.7,0.61
22352,9.73,12.67,7191,55.33,123.45,291.92
22353,4.12,12.98,3045,56.65,85.5,123.61
22354,3.06,9.56,2258,41.71,63.1,91.66
22355,44.24,33.89,32692,147.96,457.63,1327.14
22356,27.38,24.27,20237,105.96,297.65,821.53
22357,2.83,32.43,2094,141.55,161.39,85.01
22358,3.65,7.37,2694,32.19,57.7,109.36
22359,1.76,48.26,1297,210.69,222.98,52.65
22360,3.43,12.94,2536,56.5,80.53,102.95
22361,2.51,10.41,1857,45.43,63.02,75.39
22362,1.04,7.67,768,33.5,40.78,31.18
22363,1.06,13.13,783,57.31,64.72,31.79
22364,2.8,37.74,2067,164.73,184.31,83.91
22365,3.19,22.78,2357,99.47,121.79,95.68
22366,3.47,18.97,2564,82.8,107.09,104.09
22367,11.06,11.05,8170,48.23,125.62,331.66
22371,2.54,3.63,1877,15.83,33.61,76.2
22372,0.84,2.32,618,10.15,16.0,25.09
22374,1.41,2.33,1042,10.17,20.04,42.3
22375,0.83,2.25,615,9.83,15.66,24.97
22376,0.74,1.81,548,7.89,13.08,22.25
22377,4.9,27.98,3623,122.16,156.48,147.08
22378,5.12,17.13,3783,74.77,110.61,153.57
22379,21.75,36.1,16075,157.6,309.87,652.57
22380,6.76,15.15,4998,66.14,113.48,202.9
22381,12.79,24.22,9449,105.73,195.23,383.59
22382,27.68,15.98,20458,69.74,263.53,830.5
22383,34.45,17.96,25461,78.41,319.59,1033.6
22384,28.47,16.55,21037,72.26,271.52,854.01
22385,23.31,34.34,17227,149.91,313.09,699.34
22386,53.91,41.86,39840,182.76,560.13,1617.32
22389,0.89,11.71,659,51.12,57.37,26.75
22390,1.11,18.02,821,78.68,86.45,33.33
22391,0.44,4.42,327,19.31,22.4,13.27
22393,1.14,11.06,841,48.3,56.27,34.14
22394,0.47,10.03,349,43.78,47.09,14.17
22395,0.32,5.62,237,24.55,26.8,9.62
22396,2.59,22.17,1917,96.8,114.95,77.82
22398,5.86,10.58,4334,46.19,87.25,175.94
22399,5.54,28.88,4092,126.06,164.82,166.12
22400,3.35,23.09,2473,100.81,124.23,100.39
22402,4.67,26.44,3450,115.41,148.09,140.05
22403,2.35,12.92,1736,56.4,72.85,70.47
22405,2.27,7.37,1674,32.18,48.03,67.96
22406,3.41,55.7,2523,243.14,267.04,102.42
22407,0.59,9.72,439,42.42,46.58,17.82
22408,0.9,8.66,664,37.79,44.08,26.96
22409,2.33,57.98,1720,253.1,269.4,69.82
22410,1.85,6.9,1366,30.1,43.04,55.45
22411,37.53,25.58,27732,111.67,374.36,1125.79
22412,3.27,11.14,2417,48.64,71.54,98.12
22413,9.54,49.19,7048,214.75,281.51,286.12
22414,1.61,28.97,1192,126.48,137.77,48.39
22415,0.44,1.63,326,7.12,10.21,13.23
22416,2.67,25.89,1973,113.01,131.7,80.09
22417,29.28,39.75,21641,173.51,378.5,878.53
22418,17.23,24.47,12732,106.84,227.44,516.86
22419,9.56,25.83,7067,112.75,179.69,286.89
22420,2.87,15.87,2118,69.28,89.34,85.98
22421,6.52,25.96,4816,113.34,158.96,195.51
22422,3.77,16.83,2787,73.49,99.89,113.14
22423,37.32,16.2,27577,70.7,331.92,1119.5
22424,2.11,4.38,1560,19.14,33.91,63.33
22425,1.17,3.35,867,14.62,22.84,35.2
22426,1.82,4.55,1348,19.88,32.65,54.72
22427,4.39,6.13,3247,26.78,57.54,131.81
22428,0.65,2.28,480,9.94,14.49,19.49
22429,3.17,10.67,2341,46.59,68.76,95.03
22430,1.91,11.09,1414,48.42,61.82,57.4
22431,4.61,8.95,3406,39.07,71.34,138.27
22432,4.82,12.17,3559,53.12,86.84,144.48
22433,3.81,12.51,2818,54.61,81.31,114.4
22434,3.5,19.22,2587,83.89,108.39,105.02
22435,6.81,12.67,5029,55.31,102.95,204.15
22436,5.81,18.3,4295,79.88,120.56,174.36
22437,8.88,40.76,6566,177.94,240.14,266.55
22438,2.03,17.22,1502,75.19,89.42,60.97
22439,5.38,11.66,3977,50.88,88.55,161.45
22440,11.74,117.31,8676,512.1,594.28,352.21
22441,3.69,6.91,2726,30.16,55.98,110.66
22442,1.19,23.35,877,101.91,110.22,35.6
22443,0.95,3.75,705,16.35,23.03,28.62
22444,14.1,34.72,10419,151.56,250.25,422.96
22445,1.79,5.75,1321,25.09,37.6,53.63
22446,0.85,2.67,625,11.64,17.56,25.37
22447,0.34,2.51,252,10.95,13.33,10.23
22448,1.02,21.43,757,93.55,100.72,30.73
22449,1.86,5.49,1373,23.97,36.97,55.74
22450,1.18,5.45,874,23.78,32.06,35.48
22451,1.89,9.88,1397,43.11,56.34,56.71
22452,1.86,8.03,1371,35.04,48.03,55.66
22453,1.17,8.71,868,38.03,46.25,35.24
22454,2.08,28.57,1540,124.73,139.32,62.52
22456,6.04,19.77,4462,86.32,128.59,181.14
22457,21.34,17.75,15771,77.48,226.87,640.23
22458,2.07,30.5,1532,133.14,147.65,62.19
22459,1.89,25.18,1394,109.92,123.12,56.59
22460,6.54,17.97,4834,78.46,124.25,196.24
22461,0.56,3.56,417,15.54,19.49,16.93
22464,10.84,12.48,8012,54.49,130.39,325.25
22465,6.34,11.91,4686,51.98,96.37,190.23
22466,7.96,40.97,5879,178.86,234.54,238.66
22467,16.64,20.93,12298,91.37,207.86,499.24
22468,2.41,6.95,1778,30.32,47.16,72.18
22469,39.29,44.71,29037,195.16,470.21,1178.77
22470,25.1,40.62,18551,177.32,353.04,753.09
22471,0.87,5.99,644,26.13,32.23,26.14
22472,1.51,13.51,1115,59.0,69.56,45.26
